Sublist,Word,Type,IPA Pronunciation,Sounds like,Bangla pronunciation,Word Family,Definition,Bangla definition,Collocations,Collocations (Bangla),Example Sentence 1,Example Sentence 2,Synonym,Antonym,Image-Related Sentence,Image-Related Sentence Bangla,AI Image Prompt,More sentences examples,Bangla Synonym,Bangla Antonym
9,Refine,v.,/rɪˈfaɪn/,rih-FINE,রি-ফাইন,"refinement (n.), refined (adj.), unrefined (adj.)",Improve by making small changes,ছোট পরিবর্তন করে উন্নত করা,"[
{
""phrase"": ""refine the model"",
""example_sentence"": ""The report examines refine the model in a practical context.""
},
{
""phrase"": ""refined version"",
""example_sentence"": ""The report examines refined version in a practical context.""
},
{
""phrase"": ""refinement of"",
""example_sentence"": ""The report clarifies the refinement of the proposed changes in detail.""
},
{
""phrase"": ""further refined"",
""example_sentence"": ""The report examines further refined in a practical context.""
}
]","[
{""phrase"": ""মডেলটি পরিমার্জন করা"", ""example_sentence"": ""প্রতিবেদনটি একটি ব্যবহারিক প্রেক্ষাপটে মডেলটি পরিমার্জন করা পরীক্ষা করে।""},
{""phrase"": ""পরিমার্জিত সংস্করণ"", ""example_sentence"": ""প্রতিবেদনটি একটি ব্যবহারিক প্রেক্ষাপটে পরিমার্জিত সংস্করণ পরীক্ষা করে।""},
{""phrase"": ""এর পরিমার্জন"", ""example_sentence"": ""প্রতিবেদনটি প্রস্তাবিত পরিবর্তনের পরিমার্জন বিস্তারিতভাবে স্পষ্ট করে।""},
{""phrase"": ""আরও পরিমার্জিত"", ""example_sentence"": ""প্রতিবেদনটি একটি ব্যবহারিক প্রেক্ষাপটে আরও পরিমার্জিত বিষয়টি পরীক্ষা করে।""}
]",The team continued to refine the model until it accurately reflected real-world data.,Further refinement of the technique is needed before it can be applied widely.,"polish, clean, improve, hone, perfect","dull, ruin, raw",Peer review helps authors refine manuscripts before publication.,পিয়ার রিভিউ লেখকদের প্রকাশনার আগে পাণ্ডুলিপি পরিমার্জন করতে সাহায্য করে।,"A craftsperson carefully polishing and refining a piece of work, detail-oriented craftsmanship photography, precision improvement process visible, artisan refinement scene",Researchers refine hypotheses based on preliminary findings and feedback.  Oil refineries refine crude petroleum into usable products like gasoline.  Writers refine their prose through multiple drafts and revisions.  Scientific theories are refined as new evidence becomes available.  Metal refining processes remove impurities to increase purity and quality.  ,"পরিশোধন করা, উন্নত করা, মসৃণ করা","মোটা করা, নষ্ট করা"
9,Relax,v.,/rɪˈlæks/,rih-LAX,রি-ল্যাক্স,"relaxation (n.), relaxed (adj.), unrelaxed (adj.)",Rest or make less tense,বিশ্রাম নেওয়া বা কম চাপ করা,"[
{
""phrase"": ""relax restrictions"",
""example_sentence"": ""The report examines relax restrictions in a practical context.""
},
{
""phrase"": ""relaxation of"",
""example_sentence"": ""The report clarifies the relaxation of the proposed changes in detail.""
},
{
""phrase"": ""relax the rules"",
""example_sentence"": ""The report examines relax the rules in a practical context.""
},
{
""phrase"": ""relaxed atmosphere"",
""example_sentence"": ""The report examines relaxed atmosphere in a practical context.""
}
]","[
{""phrase"": ""নিষেধাজ্ঞা শিথিল করা"", ""example_sentence"": ""প্রতিবেদনটি একটি ব্যবহারিক প্রেক্ষাপটে নিষেধাজ্ঞা শিথিল করা পরীক্ষা করে।""},
{""phrase"": ""এর শিথিলকরণ"", ""example_sentence"": ""প্রতিবেদনটি প্রস্তাবিত পরিবর্তনের শিথিলকরণ বিস্তারিতভাবে স্পষ্ট করে।""},
{""phrase"": ""নিয়ম শিথিল করা"", ""example_sentence"": ""প্রতিবেদনটি একটি ব্যবহারিক প্রেক্ষাপটে নিয়ম শিথিল করা পরীক্ষা করে।""},
{""phrase"": ""শিথিল পরিবেশ"", ""example_sentence"": ""প্রতিবেদনটি একটি ব্যবহারিক প্রেক্ষাপটে শিথিল পরিবেশ পরীক্ষা করে।""}
]",The government decided to relax restrictions as infection rates fell steadily.,A relaxed atmosphere in the classroom encourages students to take intellectual risks.,"rest, calm, ease, loosen, chill","tense, stress, work",Policymakers relaxed immigration requirements to address labor shortages.,নীতিনির্ধারকরা শ্রম ঘাটতি মোকাবেলায় অভিবাসনের প্রয়োজনীয়তা শিথিল করলেন।,"A person relaxing in a peaceful natural setting, perhaps by a lake or in a hammock, serene atmosphere, lifestyle photography showing relaxation and tranquility",Meditation techniques help individuals relax and reduce stress levels.  Governments may relax regulations to stimulate economic growth.  Muscles relax after periods of tension and physical exertion.  The relaxed atmosphere encouraged open discussion and collaboration.  Trade restrictions were relaxed to facilitate international commerce.  ,"শিথিল করা, বিশ্রাম নেওয়া, আরাম করা","টান, চাপ, কাজ"
9,Restrain,v.,/rɪˈstreɪn/,rih-STRAIN,রি-স্ট্রেইন,"restraint (n.), restrained (adj.), unrestrained (adj.)",Prevent from doing something,কিছু করা থেকে বিরত রাখা,"[
{
""phrase"": ""restrain from"",
""example_sentence"": ""The policy refers to restrain from when outlining the final procedure.""
},
{
""phrase"": ""restraint on"",
""example_sentence"": ""The policy refers to restraint on when outlining the final procedure.""
},
{
""phrase"": ""show restraint"",
""example_sentence"": ""The team plans to show restraint during the next stage of the project.""
},
{
""phrase"": ""physical restraint"",
""example_sentence"": ""The report examines physical restraint in a practical context.""
}
]","[
{""phrase"": ""থেকে বিরত থাকা"", ""example_sentence"": ""নীতিমালাটি চূড়ান্ত পদ্ধতির রূপরেখা দেওয়ার সময় থেকে বিরত থাকার বিষয়টি উল্লেখ করে।""},
{""phrase"": ""এর উপর নিয়ন্ত্রণ"", ""example_sentence"": ""নীতিমালাটি চূড়ান্ত পদ্ধতির রূপরেখা দেওয়ার সময় এর উপর নিয়ন্ত্রণের বিষয়টি উল্লেখ করে।""},
{""phrase"": ""সংযম দেখানো"", ""example_sentence"": ""দলটি প্রকল্পের পরবর্তী পর্যায়ে সংযম দেখানোর পরিকল্পনা করছে।""},
{""phrase"": ""শারীরিক সংযম"", ""example_sentence"": ""প্রতিবেদনটি একটি ব্যবহারিক প্রেক্ষাপটে শারীরিক সংযম পরীক্ষা করে।""}
]",Police must show restraint even when dealing with aggressive or dangerous individuals.,The government restrained its spending in order to reduce the national deficit.,"hold, stop, curb, tie, bind","free, let go, push",Ethical guidelines restrain researchers from causing unnecessary harm to participants.,নৈতিক নির্দেশিকা গবেষকদের অংশগ্রহণকারীদের অপ্রয়োজনীয় ক্ষতি করা থেকে বিরত রাখে।,"A hand holding back or stopping another hand from reaching forward, physical restraint metaphor, conceptual photography showing control and limitation",Legal frameworks restrain government power and protect individual rights.  Security personnel restrained the aggressive individual during the incident.  Budget constraints restrain spending on non-essential programs.  Researchers must restrain personal biases during data interpretation.  The restrained design emphasizes simplicity and functional elegance.  ,"আটকানো, সংযত করা, নিয়ন্ত্রণ করা","মুক্ত করা, ছেড়ে দেওয়া"
9,Revolution,n.,/ˌrev.əˈluː.ʃən/,rev-uh-LOO-shun,রেভ-আ-লু-শান,"revolutionary (adj./n.), revolutionise/revolutionize (v.), revolt (n./v.)",A major change in society,সমাজে একটি বড় পরিবর্তন,"[
{
""phrase"": ""industrial revolution"",
""example_sentence"": ""The report examines industrial revolution in a practical context.""
},
{
""phrase"": ""revolutionary change"",
""example_sentence"": ""The report examines revolutionary change in a practical context.""
},
{
""phrase"": ""political revolution"",
""example_sentence"": ""The report examines political revolution in a practical context.""
},
{
""phrase"": ""technological revolution"",
""example_sentence"": ""The report examines technological revolution in a practical context.""
}
]","[
{""phrase"": ""শিল্প বিপ্লব"", ""example_sentence"": ""প্রতিবেদনটি একটি ব্যবহারিক প্রেক্ষাপটে শিল্প বিপ্লব পরীক্ষা করে।""},
{""phrase"": ""বিপ্লবী পরিবর্তন"", ""example_sentence"": ""প্রতিবেদনটি একটি ব্যবহারিক প্রেক্ষাপটে বিপ্লবী পরিবর্তন পরীক্ষা করে।""},
{""phrase"": ""রাজনৈতিক বিপ্লব"", ""example_sentence"": ""প্রতিবেদনটি একটি ব্যবহারিক প্রেক্ষাপটে রাজনৈতিক বিপ্লব পরীক্ষা করে।""},
{""phrase"": ""প্রযুক্তিগত বিপ্লব"", ""example_sentence"": ""প্রতিবেদনটি একটি ব্যবহারিক প্রেক্ষাপটে প্রযুক্তিগত বিপ্লব পরীক্ষা করে।""}
]","The industrial revolution transformed the economy, society, and environment irrevocably.",Revolutionary ideas are often resisted at first before gradually becoming mainstream.,"revolt, turn, change, war, spin","peace, stasis, same",The cognitive revolution in psychology transformed understanding of mental processes.,মনোবিজ্ঞানে জ্ঞানীয় বিপ্লব মানসিক প্রক্রিয়াগুলির বোঝাপড়াকে রূপান্তরিত করল।,"Historical revolutionary scene with people raising flags and fists, dramatic social change imagery, powerful documentary photography capturing transformative moment",The Industrial Revolution transformed economic and social structures fundamentally.  Digital technologies have revolutionized communication and information access.  Political revolutions often result from accumulated social tensions and grievances.  The Scientific Revolution established empirical methods as knowledge foundations.  Earth completes one revolution around the sun annually in orbital motion.  ,"বিপ্লব, পরিবর্তন, ঘূর্ণন, যুদ্ধ","শান্তি, স্থিতাবস্থা"
9,Rigid,adj.,/ˈrɪdʒ.ɪd/,RIJ-id,রিজ-ইড,"rigidity (n.), rigidly (adv.), rigidness (n.)",Not able to bend or change,বাঁকতে বা পরিবর্তন করতে অক্ষম,"[
{
""phrase"": ""rigid structure"",
""example_sentence"": ""The report examines rigid structure in a practical context.""
},
{
""phrase"": ""rigid rules"",
""example_sentence"": ""The report examines rigid rules in a practical context.""
},
{
""phrase"": ""rigidity of"",
""example_sentence"": ""The report clarifies the rigidity of the proposed changes in detail.""
},
{
""phrase"": ""rigidly defined"",
""example_sentence"": ""The report examines rigidly defined in a practical context.""
}
]","[
{""phrase"": ""কঠোর কাঠামো"", ""example_sentence"": ""প্রতিবেদনটি একটি ব্যবহারিক প্রেক্ষাপটে কঠোর কাঠামো পরীক্ষা করে।""},
{""phrase"": ""কঠোর নিয়ম"", ""example_sentence"": ""প্রতিবেদনটি একটি ব্যবহারিক প্রেক্ষাপটে কঠোর নিয়ম পরীক্ষা করে।""},
{""phrase"": ""এর কঠোরতা"", ""example_sentence"": ""প্রতিবেদনটি প্রস্তাবিত পরিবর্তনের কঠোরতা বিস্তারিতভাবে স্পষ্ট করে।""},
{""phrase"": ""কঠোরভাবে সংজ্ঞায়িত"", ""example_sentence"": ""প্রতিবেদনটি একটি ব্যবহারিক প্রেক্ষাপটে কঠোরভাবে সংজ্ঞায়িত বিষয়টি পরীক্ষা করে।""}
]",A rigid structure prevents organisations from adapting quickly to changing circumstances.,The rigidity of the rules made it difficult to respond effectively to unusual situations.,"stiff, hard, strict, firm, set","soft, flexible, lax",Overly rigid adherence to methodology can limit research innovation and discovery.,পদ্ধতির প্রতি অতিরিক্ত কঠোর আনুগত্য গবেষণার উদ্ভাবন ও আবিষ্কারকে সীমিত করতে পারে।,"A steel beam or metal structure showing rigid construction, industrial material photography emphasizing inflexibility and strength, engineering documentation",Rigid enforcement of rules may stifle creativity and innovation.  Steel beams provide rigid structural support for tall buildings.  Rigid thinking prevents individuals from adapting to changing circumstances.  The organization's rigid hierarchy limits communication across levels.  Rigid quality standards ensure consistent product performance and reliability.  ,"কঠোর, শক্ত, অনমনীয়, কঠিন","নমনীয়, মৃদু"
9,Route,n./v.,/ruːt/,ROOT or ROWT,রুট বা রাউট,"routing (n.), reroute (v.)",A path from one place,এক স্থান থেকে পথ,"[
{
""phrase"": ""alternative route"",
""example_sentence"": ""The report examines alternative route in a practical context.""
},
{
""phrase"": ""main route"",
""example_sentence"": ""The report examines main route in a practical context.""
},
{
""phrase"": ""route to"",
""example_sentence"": ""The team showed route to revise the plan after receiving new evidence.""
},
{
""phrase"": ""trade route"",
""example_sentence"": ""The report examines trade route in a practical context.""
}
]","[
{""phrase"": ""বিকল্প পথ"", ""example_sentence"": ""প্রতিবেদনটি একটি ব্যবহারিক প্রেক্ষাপটে বিকল্প পথ পরীক্ষা করে।""},
{""phrase"": ""প্রধান পথ"", ""example_sentence"": ""প্রতিবেদনটি একটি ব্যবহারিক প্রেক্ষাপটে প্রধান পথ পরীক্ষা করে।""},
{""phrase"": ""যাওয়ার পথ"", ""example_sentence"": ""নতুন প্রমাণ পাওয়ার পর পরিকল্পনাটি সংশোধন করার জন্য দলটি যাওয়ার পথ দেখিয়েছে।""},
{""phrase"": ""বাণিজ্যিক পথ"", ""example_sentence"": ""প্রতিবেদনটি একটি ব্যবহারিক প্রেক্ষাপটে বাণিজ্যিক পথ পরীক্ষা করে।""}
]",Education is widely seen as the most reliable route out of poverty.,The trade route connected Europe and Asia long before modern transport existed.,"path, way, road, map, line","block, stop, stay",Educational pathways route students through progressive levels of knowledge and skill development.,শিক্ষামূলক পথগুলি শিক্ষার্থীদের জ্ঞান ও দক্ষতা উন্নয়নের ক্রমশ স্তরের মধ্য দিয়ে নির্দেশ করে।,"A map with a highlighted route marked in color showing a path from start to destination, navigation visualization, travel planning photography",Shipping companies optimize routes to minimize transportation costs and time.  Neural pathways route signals between brain regions during cognitive processing.  Hikers followed the marked route through the mountainous terrain carefully.  Data packets are routed through networks using various protocols.  The historical trade route connected civilizations across continents.  ,"পথ, রাস্তা, পথ নির্দেশনা","বাধা, থামানো"
9,Scenario,n.,/sɪˈnɑː.ri.əʊ/,suh-NAIR-ee-oh,সা-নেয়ার-ই-ও,"scene (n.), scenic (adj.)",A possible future situation described,বর্ণিত সম্ভাব্য ভবিষ্যৎ পরিস্থিতি,"[
{
""phrase"": ""worst-case scenario"",
""example_sentence"": ""The report examines worst-case scenario in a practical context.""
},
{
""phrase"": ""hypothetical scenario"",
""example_sentence"": ""The report examines hypothetical scenario in a practical context.""
},
{
""phrase"": ""scenario analysis"",
""example_sentence"": ""The report examines scenario analysis in a practical context.""
},
{
""phrase"": ""likely scenario"",
""example_sentence"": ""The report examines likely scenario in a practical context.""
}
]","[
{""phrase"": ""সবচেয়ে খারাপ পরিস্থিতি"", ""example_sentence"": ""প্রতিবেদনটি একটি ব্যবহারিক প্রেক্ষাপটে সবচেয়ে খারাপ পরিস্থিতি পরীক্ষা করে।""},
{""phrase"": ""কাল্পনিক পরিস্থিতি"", ""example_sentence"": ""প্রতিবেদনটি একটি ব্যবহারিক প্রেক্ষাপটে কাল্পনিক পরিস্থিতি পরীক্ষা করে।""},
{""phrase"": ""পরিস্থিতি বিশ্লেষণ"", ""example_sentence"": ""প্রতিবেদনটি একটি ব্যবহারিক প্রেক্ষাপটে পরিস্থিতি বিশ্লেষণ পরীক্ষা করে।""},
{""phrase"": ""সম্ভাব্য পরিস্থিতি"", ""example_sentence"": ""প্রতিবেদনটি একটি ব্যবহারিক প্রেক্ষাপটে সম্ভাব্য পরিস্থিতি পরীক্ষা করে।""}
]","Planners must prepare for the worst-case scenario, even if it seems unlikely.",Scenario analysis helps organisations anticipate possible futures and plan accordingly.,"plan, scene, plot, case, story","fact, reality",Researchers construct scenarios to explore potential outcomes of policy interventions.,গবেষকরা নীতি হস্তক্ষেপের সম্ভাব্য ফলাফল অন্বেষণ করতে পরিস্থিতি তৈরি করেন।,"Multiple branching pathways showing different possible scenarios diverging from a single point, decision tree visualization, future planning infographic","Climate models project multiple scenarios based on different emission pathways.  Emergency planning considers worst-case scenarios to ensure preparedness.  Business analysts develop scenarios to anticipate market changes and risks.  In the best-case scenario, the treatment achieves complete remission.  Urban planners examine various development scenarios before finalizing plans.  ","পরিস্থিতি, দৃশ্যকল্প, পরিকল্পনা","তথ্য, বাস্তবতা"
9,Sphere,n.,/sfɪər/,SFEER,স্ফিয়ার,"spherical (adj.), spherically (adv.), hemisphere (n.)",A round shape or field of activity,গোলাকার আকৃতি বা কার্যক্রমের ক্ষেত্র,"[
{
""phrase"": ""public sphere"",
""example_sentence"": ""The report examines public sphere in a practical context.""
},
{
""phrase"": ""sphere of influence"",
""example_sentence"": ""The report examines sphere of influence in a practical context.""
},
{
""phrase"": ""private sphere"",
""example_sentence"": ""The report examines private sphere in a practical context.""
},
{
""phrase"": ""within the sphere"",
""example_sentence"": ""The decision was made within the sphere, after the full set of facts was reviewed.""
}
]","[
{""phrase"": ""জনসাধারণের পরিমণ্ডল"", ""example_sentence"": ""প্রতিবেদনটি একটি ব্যবহারিক প্রেক্ষাপটে জনসাধারণের পরিমণ্ডল পরীক্ষা করে।""},
{""phrase"": ""প্রভাবের পরিমণ্ডল"", ""example_sentence"": ""প্রতিবেদনটি একটি ব্যবহারিক প্রেক্ষাপটে প্রভাবের পরিমণ্ডল পরীক্ষা করে।""},
{""phrase"": ""ব্যক্তিগত পরিমণ্ডল"", ""example_sentence"": ""প্রতিবেদনটি একটি ব্যবহারিক প্রেক্ষাপটে ব্যক্তিগত পরিমণ্ডল পরীক্ষা করে।""},
{""phrase"": ""পরিমণ্ডলের মধ্যে"", ""example_sentence"": ""সম্পূর্ণ তথ্য পর্যালোচনার পর সিদ্ধান্তটি পরিমণ্ডলের মধ্যে নেওয়া হয়েছিল।""}
]",The media plays a powerful role in shaping debate in the public sphere.,Religious institutions have traditionally had significant influence within the political sphere.,"ball, orb, field, area, world","cube, flat, line",Research findings influence both academic and public spheres of discourse.,গবেষণার ফলাফল একাডেমিক ও জনসাধারণের বক্তৃতার উভয় ক্ষেত্রকে প্রভাবিত করে।,"A perfect glass or crystal sphere reflecting surroundings, geometric photography showing spherical form, scientific or artistic representation of sphere concept",Earth is approximately spherical in shape with slight flattening at poles.  The public sphere encompasses spaces for democratic discourse and debate.  Experts from various spheres of knowledge contributed to the interdisciplinary project.  Personal and professional spheres of life often overlap in practice.  Mathematical spheres have constant curvature across their entire surface.  ,"গোলক, ক্ষেত্র, এলাকা, বিশ্ব","ঘনক, সমতল"
9,Subordinate,adj./n./v.,/səˈbɔː.dɪ.nət/,suh-BOR-dih-nit,সা-বোর-ডি-নিট,"subordination (n.), insubordinate (adj.)",Lower in rank or importance,পদ বা গুরুত্বে নিম্নতর,"[
{
""phrase"": ""subordinate to"",
""example_sentence"": ""The team showed subordinate to revise the plan after receiving new evidence.""
},
{
""phrase"": ""subordinate clause"",
""example_sentence"": ""The report examines subordinate clause in a practical context.""
},
{
""phrase"": ""subordinate position"",
""example_sentence"": ""The report examines subordinate position in a practical context.""
},
{
""phrase"": ""subordination of"",
""example_sentence"": ""The report clarifies the subordination of the proposed changes in detail.""
}
]","[
{""phrase"": ""অধীনস্থ"", ""example_sentence"": ""নতুন প্রমাণ পাওয়ার পর পরিকল্পনাটি সংশোধন করার জন্য দলটি অধীনস্থ হিসেবে দেখিয়েছে।""},
{""phrase"": ""অধীনস্থ খণ্ডবাক্য"", ""example_sentence"": ""প্রতিবেদনটি একটি ব্যবহারিক প্রেক্ষাপটে অধীনস্থ খণ্ডবাক্য পরীক্ষা করে।""},
{""phrase"": ""অধীনস্থ অবস্থান"", ""example_sentence"": ""প্রতিবেদনটি একটি ব্যবহারিক প্রেক্ষাপটে অধীনস্থ অবস্থান পরীক্ষা করে।""},
{""phrase"": ""এর অধীনতা"", ""example_sentence"": ""প্রতিবেদনটি প্রস্তাবিত পরিবর্তনের অধীনতা বিস্তারিতভাবে স্পষ্ট করে।""}
]",Personal preferences must be subordinate to the needs of the wider community.,A subordinate clause cannot stand alone and must be attached to a main clause.,"lower, under, junior, staff, aide","boss, chief, top",Research assistants hold subordinate positions supporting principal investigators' work.,গবেষণা সহকারীরা মূল তদন্তকারীদের কাজ সহায়তা করে অধীনস্থ পদে থাকেন।,"An organizational chart pyramid showing hierarchical levels with subordinate positions below superior ones, business structure visualization, corporate hierarchy diagram",Managers delegate tasks to subordinate employees within organizational hierarchies.  Subordinate clauses depend on main clauses for complete meaning.  Personal interests should be subordinated to collective welfare in emergencies.  Military structures maintain clear distinctions between superior and subordinate ranks.  The subordinate role of women in historical societies limited opportunities.  ,"অধীনস্থ, নিম্নপদস্থ, ছোট","ঊর্ধ্বতন, প্রধান"
9,Supplement,n./v.,/ˈsʌp.lɪ.mənt/,SUP-luh-ment,সাপ-লা-মেন্ট,"supplementary (adj.), supplemental (adj.)",Add extra to something existing,বিদ্যমান কিছুতে অতিরিক্ত যোগ করা,"[
{
""phrase"": ""supplement with"",
""example_sentence"": ""The policy refers to supplement with when outlining the final procedure.""
},
{
""phrase"": ""dietary supplement"",
""example_sentence"": ""The report examines dietary supplement in a practical context.""
},
{
""phrase"": ""supplementary information"",
""example_sentence"": ""The report examines supplementary information in a practical context.""
},
{
""phrase"": ""supplement income"",
""example_sentence"": ""The report examines supplement income in a practical context.""
}
]","[
{""phrase"": ""দিয়ে সম্পূরক করা"", ""example_sentence"": ""নীতিমালাটি চূড়ান্ত পদ্ধতির রূপরেখা দেওয়ার সময় দিয়ে সম্পূরক করার বিষয়টি উল্লেখ করে।""},
{""phrase"": ""খাদ্যতালিকাগত সম্পূরক"", ""example_sentence"": ""প্রতিবেদনটি একটি ব্যবহারিক প্রেক্ষাপটে খাদ্যতালিকাগত সম্পূরক পরীক্ষা করে।""},
{""phrase"": ""সম্পূরক তথ্য"", ""example_sentence"": ""প্রতিবেদনটি একটি ব্যবহারিক প্রেক্ষাপটে সম্পূরক তথ্য পরীক্ষা করে।""},
{""phrase"": ""আয় বৃদ্ধি করা"", ""example_sentence"": ""প্রতিবেদনটি একটি ব্যবহারিক প্রেক্ষাপটে আয় বৃদ্ধি করা পরীক্ষা করে।""}
]",The course is supplemented by online resources and weekly practice activities.,Supplementary material such as graphs and tables is provided in the appendix.,"add, extra, boost, vitamin, top-up","base, core, take",Online resources supplement traditional classroom instruction in hybrid learning models.,অনলাইন সম্পদগুলি হাইব্রিড শিক্ষার মডেলে ঐতিহ্যবাহী শ্রেণীকক্ষের নির্দেশিকা পরিপূরক করে।,"Vitamin supplement bottles and pills arranged neatly, health product photography, nutritional supplements displayed professionally, wellness imagery",Vitamin supplements compensate for nutritional deficiencies in diets.  Teachers supplement textbook material with additional resources and examples.  The journal published a special supplement on climate change research.  Income from part-time work supplements student financial aid packages.  Supplementary materials provide additional evidence supporting main arguments.  ,"পরিপূরক, অতিরিক্ত, বিটামিন, যোগ করা","মূল, ভিত্তি"
9,Suspend,v.,/səˈspend/,suh-SPEND,সা-স্পেন্ড,"suspension (n.), suspense (n.), suspended (adj.)",Temporarily stop or hang something,সাময়িকভাবে থামানো বা ঝুলিয়ে রাখা,"[
{
""phrase"": ""suspend judgment"",
""example_sentence"": ""The report examines suspend judgment in a practical context.""
},
{
""phrase"": ""suspended from"",
""example_sentence"": ""The policy refers to suspended from when outlining the final procedure.""
},
{
""phrase"": ""suspension of"",
""example_sentence"": ""The report clarifies the suspension of the proposed changes in detail.""
},
{
""phrase"": ""temporarily suspended"",
""example_sentence"": ""The report examines temporarily suspended in a practical context.""
}
]","[
{""phrase"": ""রায় স্থগিত করা"", ""example_sentence"": ""প্রতিবেদনটি একটি ব্যবহারিক প্রেক্ষাপটে রায় স্থগিত করা পরীক্ষা করে।""},
{""phrase"": ""থেকে বরখাস্ত"", ""example_sentence"": ""নীতিমালাটি চূড়ান্ত পদ্ধতির রূপরেখা দেওয়ার সময় থেকে বরখাস্ত করার বিষয়টি উল্লেখ করে।""},
{""phrase"": ""এর স্থগিতাদেশ"", ""example_sentence"": ""প্রতিবেদনটি প্রস্তাবিত পরিবর্তনের স্থগিতাদেশ বিস্তারিতভাবে স্পষ্ট করে।""},
{""phrase"": ""সাময়িকভাবে স্থগিত"", ""example_sentence"": ""প্রতিবেদনটি একটি ব্যবহারিক প্রেক্ষাপটে সাময়িকভাবে স্থগিত বিষয়টি পরীক্ষা করে।""}
]",The employee was suspended from duty while the investigation was under way.,The court agreed to temporarily suspend the order pending a full review.,"hang, pause, stop, delay, ban","drop, start, run",Research activities were suspended pending investigation of ethical violations.,নৈতিক লঙ্ঘনের তদন্ত চলাকালীন গবেষণা কার্যক্রম স্থগিত করা হয়েছিল।,"A chandelier or light fixture suspended from ceiling by cables, hanging object photography, architectural detail showing suspension, elegant lighting",The university suspended the student for violating academic integrity policies.  Particles remain suspended in liquid solutions through Brownian motion.  Operations were suspended temporarily due to safety concerns.  The bridge cables suspend the roadway deck above the water.  Constitutional rights may be suspended during declared emergencies.  ,"স্থগিত করা, ঝুলিয়ে রাখা, বিরতি দেওয়া","চালু করা, শুরু করা"
9,Team,n./v.,/tiːm/,TEEM,টিম,"teamwork (n.), teammate (n.)",A group working together,একসাথে কাজ করা একটি দল,"[
{
""phrase"": ""research team"",
""example_sentence"": ""The report examines research team in a practical context.""
},
{
""phrase"": ""team members"",
""example_sentence"": ""The report examines team members in a practical context.""
},
{
""phrase"": ""work as a team"",
""example_sentence"": ""The report examines work as a team in a practical context.""
},
{
""phrase"": ""multidisciplinary team"",
""example_sentence"": ""The report examines multidisciplinary team in a practical context.""
}
]","[
{""phrase"": ""গবেষণা দল"", ""example_sentence"": ""প্রতিবেদনটি একটি ব্যবহারিক প্রেক্ষাপটে গবেষণা দল পরীক্ষা করে।""},
{""phrase"": ""দলের সদস্যরা"", ""example_sentence"": ""প্রতিবেদনটি একটি ব্যবহারিক প্রেক্ষাপটে দলের সদস্যরা পরীক্ষা করে।""},
{""phrase"": ""দল হিসেবে কাজ করা"", ""example_sentence"": ""প্রতিবেদনটি একটি ব্যবহারিক প্রেক্ষাপটে দল হিসেবে কাজ করা পরীক্ষা করে।""},
{""phrase"": ""বহুবিভাগীয় দল"", ""example_sentence"": ""প্রতিবেদনটি একটি ব্যবহারিক প্রেক্ষাপটে বহুবিভাগীয় দল পরীক্ষা করে।""}
]",A multidisciplinary research team brings together expertise from several different fields.,"Effective teamwork requires clear communication, trust, and shared goals.","group, squad, crew, pair, side","one, lone, solo","Medical teams include doctors, nurses, and specialists working coordinately for patient care.","চিকিৎসা দলে রোগীর যত্নের জন্য সমন্বিতভাবে কাজ করা ডাক্তার, নার্স ও বিশেষজ্ঞরা অন্তর্ভুক্ত।","A diverse group of professionals collaborating around a table with laptops and documents, team meeting photography, collaborative workspace, professional teamwork scene",Research teams collaborate across institutions to address complex scientific questions.  Effective teams demonstrate strong communication and mutual respect among members.  Athletic teams require coordination and strategy to achieve competitive success.  Interdisciplinary teams bring diverse expertise to problem-solving efforts.  Team-based learning promotes collaborative skills essential for professional work.  ,"দল, গোষ্ঠী, সদস্যদল, টিম","একক, একাকী"
