Type,Phrase,Pronunciation,Sounds_Like,Bangla_Pronunciation,Meaning,Bangla_Meaning,Collocations,Bangla Collocation,Synonyms,Antonyms,CEFR_Level,Learner_Sublist,example sentence,Bangla example sentence,image prompt related to the example sentence,example sentence (3 sentences in an array)
Idiom,go with the flow,/ɡoʊ wɪð ðə floʊ/,GOH with thuh FLOH,গো উইথ দা ফ্লো,To adapt easily to circumstances,পরিস্থিতির সঙ্গে সহজে মানিয়ে নেওয়া,"[{""phrase"": ""go with the flow at work"", ""example_sentence"": ""The team tried to go with the flow at work this week.""}, {""phrase"": ""go with the flow during travel"", ""example_sentence"": ""She tried to go with the flow during travel without creating confusion.""}, {""phrase"": ""go with the flow when plans change"", ""example_sentence"": ""They agreed to go with the flow when plans change and report back.""}]","[{""phrase"": ""কর্মস্থলে পরিস্থিতির সঙ্গে সহজে মানিয়ে নেওয়া"", ""example_sentence"": ""শিক্ষার্থীরা উদাহরণে কর্মস্থলে পরিস্থিতির সঙ্গে সহজে মানিয়ে নেওয়া অনুশীলন করে।""}, {""phrase"": ""চলাকালে travel পরিস্থিতির সঙ্গে সহজে মানিয়ে নেওয়া"", ""example_sentence"": ""শিক্ষার্থীরা উদাহরণে চলাকালে travel পরিস্থিতির সঙ্গে সহজে মানিয়ে নেওয়া অনুশীলন করে।""}, {""phrase"": ""when plans change পরিস্থিতির সঙ্গে সহজে মানিয়ে নেওয়া"", ""example_sentence"": ""শিক্ষার্থীরা উদাহরণে when plans change পরিস্থিতির সঙ্গে সহজে মানিয়ে নেওয়া অনুশীলন করে।""}]",adapt; accept changes; be flexible,resist; fight the flow; be inflexible,B2,"08 - Change, Growth, Rules & Control","At work, David had to go with the flow.","কর্মক্ষেত্রে, ডেভিডকে পরিস্থিতির সঙ্গে সহজে মানিয়ে নেওয়া প্রয়োজন হয়েছিল।","realistic workplace scene matching the sentence, detailed environment and natural light. Realistic contemporary setting, natural lighting, clear facial expressions, accurate everyday details, documentary photography style.","[""Ivy had to go with the flow before lunch."", ""We decided to go with the flow during the meeting."", ""They want to go with the flow this week.""]"
Idiom,keep the ball rolling,/kip ðə bɔl roʊlɪŋ/,KEEP thuh BAWL ROHL-ing,কিপ দা বল রোলিং,To maintain the momentum of an activity,কাজের গতি বজায় রাখা,"[{""phrase"": ""keep the ball rolling on the project"", ""example_sentence"": ""The team tried to keep the ball rolling on the project this week.""}, {""phrase"": ""keep the ball rolling after the meeting"", ""example_sentence"": ""She tried to keep the ball rolling after the meeting without creating confusion.""}, {""phrase"": ""keep the ball rolling with regular updates"", ""example_sentence"": ""They agreed to keep the ball rolling with regular updates and report back.""}]","[{""phrase"": ""প্রকল্পে কাজের গতি বজায় রাখা"", ""example_sentence"": ""শিক্ষার্থীরা উদাহরণে প্রকল্পে কাজের গতি বজায় রাখা অনুশীলন করে।""}, {""phrase"": ""মিটিংয়ের পরে কাজের গতি বজায় রাখা"", ""example_sentence"": ""শিক্ষার্থীরা উদাহরণে মিটিংয়ের পরে কাজের গতি বজায় রাখা অনুশীলন করে।""}, {""phrase"": ""with regular updates কাজের গতি বজায় রাখা"", ""example_sentence"": ""শিক্ষার্থীরা উদাহরণে with regular updates কাজের গতি বজায় রাখা অনুশীলন করে।""}]",maintain momentum; continue progress; keep things moving,stop progress; lose momentum; stall,B2,"05 - Time, Scheduling & Process","After lunch, Ivy decided to keep the ball rolling with the science project.","দুপুরের খাবারের পর, আইভি বিজ্ঞান প্রকল্পটি কাজের গতি বজায় রাখার সিদ্ধান্ত নিয়েছিল।","school lab with students continuing an experiment, notebooks and simple lab tools on a bench. Realistic contemporary setting, natural lighting, clear facial expressions, accurate everyday details, documentary photography style.","[""Please keep the ball rolling with your reading."", ""The workers keep the ball rolling after the short break."", ""Julia had to keep the ball rolling despite the noise.""]"
Idiom,manage expectations,/mænədʒ ɛkspɛkteɪʃənz/,MANOOHY EKSPEKTAYSHOOHNZ,ম্যানেজ এক্স্পেক্টেইশান্জ,To communicate clearly to avoid disappointment,হতাশা এড়াতে প্রত্যাশা স্পষ্টভাবে জানানো,"[{""phrase"": ""manage expectations with clients"", ""example_sentence"": ""The team tried to manage expectations with clients this week.""}, {""phrase"": ""manage expectations before the launch"", ""example_sentence"": ""She tried to manage expectations before the launch without creating confusion.""}, {""phrase"": ""manage expectations during the project"", ""example_sentence"": ""They agreed to manage expectations during the project and report back.""}]","[{""phrase"": ""with clients হতাশা এড়াতে প্রত্যাশা স্পষ্টভাবে জানানো"", ""example_sentence"": ""শিক্ষার্থীরা উদাহরণে with clients হতাশা এড়াতে প্রত্যাশা স্পষ্টভাবে জানানো অনুশীলন করে।""}, {""phrase"": ""launch আগে হতাশা এড়াতে প্রত্যাশা স্পষ্টভাবে জানানো"", ""example_sentence"": ""শিক্ষার্থীরা উদাহরণে launch আগে হতাশা এড়াতে প্রত্যাশা স্পষ্টভাবে জানানো অনুশীলন করে।""}, {""phrase"": ""প্রকল্প চলাকালে হতাশা এড়াতে প্রত্যাশা স্পষ্টভাবে জানানো"", ""example_sentence"": ""শিক্ষার্থীরা উদাহরণে প্রকল্প চলাকালে হতাশা এড়াতে প্রত্যাশা স্পষ্টভাবে জানানো অনুশীলন করে।""}]",set realistic expectations; communicate limits; avoid disappointment,raise false hopes; mislead; overpromise,A2,01 - Communication & Discussion,"During the project, Ryan had to manage expectations.","প্রকল্প চলাকালে, রায়ানকে হতাশা এড়াতে প্রত্যাশা স্পষ্টভাবে জানানো প্রয়োজন হয়েছিল।","team chat and meeting scene where updates are shared clearly. Realistic contemporary setting, natural lighting, clear facial expressions, accurate everyday details, documentary photography style.","[""Please manage expectations with me after the call."", ""Julia tried to manage expectations before rumors spread."", ""The update helped everyone manage expectations.""]"
Idiom,put two and two together,/pʊt tu ənd tu təɡɛðɚ/,PUT too UND too TOOHGETHER,পুট টু আন্ড টু টাগেদার,To draw an obvious conclusion from evidence,প্রমাণ থেকে স্পষ্ট উপসংহার টানা,"[{""phrase"": ""put two and two together after reading the email"", ""example_sentence"": ""The team tried to put two and two together after reading the email this week.""}, {""phrase"": ""put two and two together during the investigation"", ""example_sentence"": ""She tried to put two and two together during the investigation without creating confusion.""}, {""phrase"": ""put two and two together from the clues"", ""example_sentence"": ""They agreed to put two and two together from the clues and report back.""}]","[{""phrase"": ""পরে reading ইমেইল প্রমাণ থেকে স্পষ্ট উপসংহার টানা"", ""example_sentence"": ""শিক্ষার্থীরা উদাহরণে পরে reading ইমেইল প্রমাণ থেকে স্পষ্ট উপসংহার টানা অনুশীলন করে।""}, {""phrase"": ""investigation চলাকালে প্রমাণ থেকে স্পষ্ট উপসংহার টানা"", ""example_sentence"": ""শিক্ষার্থীরা উদাহরণে investigation চলাকালে প্রমাণ থেকে স্পষ্ট উপসংহার টানা অনুশীলন করে।""}, {""phrase"": ""from clues প্রমাণ থেকে স্পষ্ট উপসংহার টানা"", ""example_sentence"": ""শিক্ষার্থীরা উদাহরণে from clues প্রমাণ থেকে স্পষ্ট উপসংহার টানা অনুশীলন করে।""}]",infer; draw a conclusion; connect clues,miss the clues; fail to understand,C1,"02 - Thinking, Learning & Understanding","When the lights went out right after the storm warning, Julia put two and two together and moved everyone inside.",ব্যক্তিটি প্রমাণ থেকে স্পষ্ট উপসংহার টানা করেছিল।,"School or community event with people reacting as lights go out after a storm warning, one woman drawing the obvious conclusion, realistic dramatic scene.","[""After seeing the wet floor and the broken pipe, we put two and two together."", ""She put two and two together when both files had the same password."", ""It did not take long for him to put two and two together.""]"
Idiom,the writing is on the wall,/ðə raɪtɪŋ ɪz ɑn ðə wɔl/,thuh REYETING EEZ on thuh WAWL,দা রাইটিং ইজ অন দা ওয়ল,The signs clearly indicate an inevitable outcome,লক্ষণগুলো অনিবার্য ফলাফল স্পষ্টভাবে দেখায়,"[{""phrase"": ""the writing is on the wall for the team"", ""example_sentence"": ""That decision became the writing is on the wall for the team after the results came in.""}, {""phrase"": ""the writing is on the wall in the project"", ""example_sentence"": ""Everyone could see the writing is on the wall in the project by the end of the week.""}, {""phrase"": ""the writing is on the wall during the review"", ""example_sentence"": ""The feedback showed the writing is on the wall during the review and helped us improve.""}]","[{""phrase"": ""দলের জন্য লক্ষণগুলো অনিবার্য ফলাফল স্পষ্টভাবে দেখায়"", ""example_sentence"": ""শিক্ষার্থীরা উদাহরণে দলের জন্য লক্ষণগুলো অনিবার্য ফলাফল স্পষ্টভাবে দেখায় অনুশীলন করে।""}, {""phrase"": ""প্রকল্পে লক্ষণগুলো অনিবার্য ফলাফল স্পষ্টভাবে দেখায়"", ""example_sentence"": ""শিক্ষার্থীরা উদাহরণে প্রকল্পে লক্ষণগুলো অনিবার্য ফলাফল স্পষ্টভাবে দেখায় অনুশীলন করে।""}, {""phrase"": ""পর্যালোচনার সময় লক্ষণগুলো অনিবার্য ফলাফল স্পষ্টভাবে দেখায়"", ""example_sentence"": ""শিক্ষার্থীরা উদাহরণে পর্যালোচনার সময় লক্ষণগুলো অনিবার্য ফলাফল স্পষ্টভাবে দেখায় অনুশীলন করে।""}]",clear signs; obvious warning; inevitable outcome,no warning signs; uncertain outcome; unclear future,C1,"02 - Thinking, Learning & Understanding",The writing is on the wall was important in the situation.,The লক্ষণগুলো অনিবার্য ফলাফল স্পষ্টভাবে দেখায় অবস্থায় ছিল।,"realistic daily-life scene matching the sentence, natural lighting, candid photography. Realistic contemporary setting, natural lighting, clear facial expressions, accurate everyday details, documentary photography style.","[""The writing is on the wall matters here."", ""The writing is on the wall can guide the choice."", ""This case shows the writing is on the wall.""]"
Idiom,there is no silver bullet,/ðɛr ɪz noʊ sɪlvɚ bʊlət/,THER EEZ NOH SEELVER BUL-it,দের ইজ নো সিল্ভার বুলাট,No single simple solution exists for a complex problem,জটিল সমস্যার একক সহজ সমাধান নেই,"[{""phrase"": ""there is no silver bullet for the team"", ""example_sentence"": ""That decision became there is no silver bullet for the team after the results came in.""}, {""phrase"": ""there is no silver bullet in the project"", ""example_sentence"": ""Everyone could see there is no silver bullet in the project by the end of the week.""}, {""phrase"": ""there is no silver bullet during the review"", ""example_sentence"": ""The feedback showed there is no silver bullet during the review and helped us improve.""}]","[{""phrase"": ""দলের জন্য জটিল সমস্যার একক সহজ সমাধান নেই"", ""example_sentence"": ""শিক্ষার্থীরা উদাহরণে দলের জন্য জটিল সমস্যার একক সহজ সমাধান নেই অনুশীলন করে।""}, {""phrase"": ""প্রকল্পে জটিল সমস্যার একক সহজ সমাধান নেই"", ""example_sentence"": ""শিক্ষার্থীরা উদাহরণে প্রকল্পে জটিল সমস্যার একক সহজ সমাধান নেই অনুশীলন করে।""}, {""phrase"": ""পর্যালোচনার সময় জটিল সমস্যার একক সহজ সমাধান নেই"", ""example_sentence"": ""শিক্ষার্থীরা উদাহরণে পর্যালোচনার সময় জটিল সমস্যার একক সহজ সমাধান নেই অনুশীলন করে।""}]",no easy fix; no single solution; complex problem,simple fix; easy answer; one-size-fits-all solution,C1,"07 - Problems, Difficulty & Risk",There is no silver bullet was important in the situation.,There জটিল সমস্যার একক সহজ সমাধান নেই অবস্থায় ছিল।,"small team working under visible time pressure with wall clock and papers. Realistic contemporary setting, natural lighting, clear facial expressions, accurate everyday details, documentary photography style.","[""There is no silver bullet matters here."", ""There is no silver bullet can guide the choice."", ""This case shows there is no silver bullet.""]"
Idiom,align the stars,/əlaɪn ðə stɑrz/,uh-LYN thuh STAHRZ,আলাইন দা স্টার্জ,To arrange favorable conditions for something,অনুকূল পরিস্থিতি তৈরি করা,"[{""phrase"": ""align the stars for the launch"", ""example_sentence"": ""The team tried to align the stars for the launch this week.""}, {""phrase"": ""align the stars before the event"", ""example_sentence"": ""She tried to align the stars before the event without creating confusion.""}, {""phrase"": ""align the stars with careful planning"", ""example_sentence"": ""They agreed to align the stars with careful planning and report back.""}]","[{""phrase"": ""launch জন্য অনুকূল পরিস্থিতি তৈরি করা"", ""example_sentence"": ""শিক্ষার্থীরা উদাহরণে launch জন্য অনুকূল পরিস্থিতি তৈরি করা অনুশীলন করে।""}, {""phrase"": ""ঘটনা আগে অনুকূল পরিস্থিতি তৈরি করা"", ""example_sentence"": ""শিক্ষার্থীরা উদাহরণে ঘটনা আগে অনুকূল পরিস্থিতি তৈরি করা অনুশীলন করে।""}, {""phrase"": ""with careful planning অনুকূল পরিস্থিতি তৈরি করা"", ""example_sentence"": ""শিক্ষার্থীরা উদাহরণে with careful planning অনুকূল পরিস্থিতি তৈরি করা অনুশীলন করে।""}]",create favorable conditions; arrange success; make things line up,create obstacles; misalign conditions; block success,B1,"03 - Plans, Decisions & Strategy","In the hall, Jonah decided to align the stars the chairs in a straight line.","হলে, জোনাহ চেয়ারগুলো সোজা লাইনে অনুকূল পরিস্থিতি তৈরি করার সিদ্ধান্ত নিয়েছিল।","community hall with chairs being arranged neatly before an event. Realistic contemporary setting, natural lighting, clear facial expressions, accurate everyday details, documentary photography style.","[""Leila helped to align the stars the chairs before class."", ""We should align the stars the ideas more clearly."", ""The manager asked them to align the stars the files on the desk.""]"
Idiom,put one's cards on the table,/pʊt wʌnz kɑrdz ɑn ðə teɪbəl/,PUT wunz KAHRDZ on thuh TAY-bul,পুট ওয়ান্জ কার্ডজ অন দা টেইবাল,To be fully transparent about intentions,উদ্দেশ্য সম্পর্কে সম্পূর্ণ খোলামেলা হওয়া,"[{""phrase"": ""put your cards on the table in the meeting"", ""example_sentence"": ""The team tried to put your cards on the table in the meeting this week.""}, {""phrase"": ""put your cards on the table before the deal"", ""example_sentence"": ""She tried to put your cards on the table before the deal without creating confusion.""}, {""phrase"": ""put your cards on the table with the team"", ""example_sentence"": ""They agreed to put your cards on the table with the team and report back.""}]","[{""phrase"": ""put আপনার cards উপর table মধ্যে মিটিং উদ্দেশ্য সম্পর্কে সম্পূর্ণ খোলামেলা হওয়া"", ""example_sentence"": ""শিক্ষার্থীরা উদাহরণে put আপনার cards উপর table মধ্যে মিটিং উদ্দেশ্য সম্পর্কে সম্পূর্ণ খোলামেলা হওয়া অনুশীলন করে।""}, {""phrase"": ""put আপনার cards উপর table আগে deal উদ্দেশ্য সম্পর্কে সম্পূর্ণ খোলামেলা হওয়া"", ""example_sentence"": ""শিক্ষার্থীরা উদাহরণে put আপনার cards উপর table আগে deal উদ্দেশ্য সম্পর্কে সম্পূর্ণ খোলামেলা হওয়া অনুশীলন করে।""}, {""phrase"": ""put আপনার cards উপর table with দল উদ্দেশ্য সম্পর্কে সম্পূর্ণ খোলামেলা হওয়া"", ""example_sentence"": ""শিক্ষার্থীরা উদাহরণে put আপনার cards উপর table with দল উদ্দেশ্য সম্পর্কে সম্পূর্ণ খোলামেলা হওয়া অনুশীলন করে।""}]",be transparent; be honest; reveal intentions,hide intentions; keep secrets; bluff,C1,01 - Communication & Discussion,"At the start of the salary talks, both sides put their cards on the table about what they needed.","শুরুতে, the উদ্দেশ্য সম্পর্কে সম্পূর্ণ খোলামেলা হওয়া করেছিল।","realistic daily-life scene matching the sentence, natural lighting, candid photography. Realistic contemporary setting, natural lighting, clear facial expressions, accurate everyday details, documentary photography style.","[""Victor had to put their cards on the table before lunch."", ""We decided to put their cards on the table during the meeting."", ""They want to put their cards on the table this week.""]"
Idiom,win-win,/wɪn wɪn/,WIN WIN,ওয়িন ওয়িন,A situation where everyone involved benefits,যেখানে সংশ্লিষ্ট সবাই লাভবান হয়,"[{""phrase"": ""win-win for the team"", ""example_sentence"": ""That decision became win-win for the team after the results came in.""}, {""phrase"": ""win-win in the project"", ""example_sentence"": ""Everyone could see win-win in the project by the end of the week.""}, {""phrase"": ""win-win during the review"", ""example_sentence"": ""The feedback showed win-win during the review and helped us improve.""}]","[{""phrase"": ""দলের জন্য যেখানে সংশ্লিষ্ট সবাই লাভবান হয়"", ""example_sentence"": ""শিক্ষার্থীরা উদাহরণে দলের জন্য যেখানে সংশ্লিষ্ট সবাই লাভবান হয় অনুশীলন করে।""}, {""phrase"": ""প্রকল্পে যেখানে সংশ্লিষ্ট সবাই লাভবান হয়"", ""example_sentence"": ""শিক্ষার্থীরা উদাহরণে প্রকল্পে যেখানে সংশ্লিষ্ট সবাই লাভবান হয় অনুশীলন করে।""}, {""phrase"": ""পর্যালোচনার সময় যেখানে সংশ্লিষ্ট সবাই লাভবান হয়"", ""example_sentence"": ""শিক্ষার্থীরা উদাহরণে পর্যালোচনার সময় যেখানে সংশ্লিষ্ট সবাই লাভবান হয় অনুশীলন করে।""}]",mutual benefit; everyone gains; shared success,zero-sum game; win-lose; one-sided benefit,A2,"09 - Relationships, Feelings & Daily Life",Sharing the delivery van was a win-win for both small businesses.,Sharing যেখানে সংশ্লিষ্ট সবাই লাভবান হয় অবস্থায় ছিল।,"two local business owners smiling beside a shared delivery van, mutual benefit clear. Realistic contemporary setting, natural lighting, clear facial expressions, accurate everyday details, documentary photography style.","[""The shared bus is a win-win for both schools."", ""It was a win-win for workers and customers."", ""The deal sounds like a win-win.""]"
Idiom,a deal-breaker,/ə dil breɪkɚ/,uh DEEL BRAYKER,আ ডিল ব্রেইকার,A factor that prevents agreement,সমঝোতা ঠেকায় এমন বিষয়,"[{""phrase"": ""a deal-breaker for the team"", ""example_sentence"": ""That decision became a deal-breaker for the team after the results came in.""}, {""phrase"": ""a deal-breaker in the project"", ""example_sentence"": ""Everyone could see a deal-breaker in the project by the end of the week.""}, {""phrase"": ""a deal-breaker during the review"", ""example_sentence"": ""The feedback showed a deal-breaker during the review and helped us improve.""}]","[{""phrase"": ""দলের জন্য সমঝোতা ঠেকায় এমন বিষয়"", ""example_sentence"": ""শিক্ষার্থীরা উদাহরণে দলের জন্য সমঝোতা ঠেকায় এমন বিষয় অনুশীলন করে।""}, {""phrase"": ""প্রকল্পে সমঝোতা ঠেকায় এমন বিষয়"", ""example_sentence"": ""শিক্ষার্থীরা উদাহরণে প্রকল্পে সমঝোতা ঠেকায় এমন বিষয় অনুশীলন করে।""}, {""phrase"": ""পর্যালোচনার সময় সমঝোতা ঠেকায় এমন বিষয়"", ""example_sentence"": ""শিক্ষার্থীরা উদাহরণে পর্যালোচনার সময় সমঝোতা ঠেকায় এমন বিষয় অনুশীলন করে।""}]",showstopper; unacceptable condition; blocking issue,deal-maker; acceptable point; helpful factor,A2,"03 - Plans, Decisions & Strategy","Weekend work was a deal-breaker for the designer, so she declined the offer.",Weekend সমঝোতা ঠেকায় এমন বিষয় অবস্থায় ছিল।,"job candidate reviewing contract terms and rejecting weekend work requirement. Realistic contemporary setting, natural lighting, clear facial expressions, accurate everyday details, documentary photography style.","[""Late pay is a deal-breaker for me."", ""Noise at night was a deal-breaker for the tenants."", ""Weekend work became a deal-breaker.""]"
Idiom,do one's due diligence,/du wʌnz du dɪlədʒəns/,DOO wunz DOO DEELOOHYOOHNS,ডু ওয়ান্জ ডু ডিলিজেন্স,To thoroughly research before making a decision,সিদ্ধান্তের আগে ভালোভাবে গবেষণা করা,"[{""phrase"": ""do your due diligence before investing"", ""example_sentence"": ""The team tried to do your due diligence before investing this week.""}, {""phrase"": ""do your due diligence on the supplier"", ""example_sentence"": ""She tried to do your due diligence on the supplier without creating confusion.""}, {""phrase"": ""do your due diligence during the review"", ""example_sentence"": ""They agreed to do your due diligence during the review and report back.""}]","[{""phrase"": ""do আপনার due diligence আগে investing সিদ্ধান্তের আগে ভালোভাবে গবেষণা করা"", ""example_sentence"": ""শিক্ষার্থীরা উদাহরণে do আপনার due diligence আগে investing সিদ্ধান্তের আগে ভালোভাবে গবেষণা করা অনুশীলন করে।""}, {""phrase"": ""do আপনার due diligence উপর supplier সিদ্ধান্তের আগে ভালোভাবে গবেষণা করা"", ""example_sentence"": ""শিক্ষার্থীরা উদাহরণে do আপনার due diligence উপর supplier সিদ্ধান্তের আগে ভালোভাবে গবেষণা করা অনুশীলন করে।""}, {""phrase"": ""do আপনার due diligence চলাকালে review সিদ্ধান্তের আগে ভালোভাবে গবেষণা করা"", ""example_sentence"": ""শিক্ষার্থীরা উদাহরণে do আপনার due diligence চলাকালে review সিদ্ধান্তের আগে ভালোভাবে গবেষণা করা অনুশীলন করে।""}]",research thoroughly; check carefully; investigate properly,decide carelessly; skip research; accept blindly,B2,"02 - Thinking, Learning & Understanding","Before buying the small shop, the investors did their due diligence and checked every record.",ব্যক্তিটি সিদ্ধান্তের আগে ভালোভাবে গবেষণা করা করেছিল।,"office desk with computer, stopped printer, young professional thinking and checking documents. Realistic contemporary setting, natural lighting, clear facial expressions, accurate everyday details, documentary photography style.","[""Nina tried to do their due diligence the last question alone."", ""We need to do their due diligence why the app keeps freezing."", ""Adam could not do their due diligence the map until sunset.""]"
Idiom,stay in one's lane,/steɪ ɪn wʌnz leɪn/,STAY een wunz LAYN,স্টেই ইন ওয়ান্জ লেন,To focus on one's own area of responsibility,নিজের দায়িত্বের ক্ষেত্রেই মনোযোগ রাখা,"[{""phrase"": ""stay in your lane at work"", ""example_sentence"": ""The team tried to stay in your lane at work this week.""}, {""phrase"": ""stay in your lane during the project"", ""example_sentence"": ""She tried to stay in your lane during the project without creating confusion.""}, {""phrase"": ""stay in your lane when roles are clear"", ""example_sentence"": ""They agreed to stay in your lane when roles are clear and report back.""}]","[{""phrase"": ""থাকা মধ্যে আপনার lane at কাজ নিজের দায়িত্বের ক্ষেত্রেই মনোযোগ রাখা"", ""example_sentence"": ""শিক্ষার্থীরা উদাহরণে থাকা মধ্যে আপনার lane at কাজ নিজের দায়িত্বের ক্ষেত্রেই মনোযোগ রাখা অনুশীলন করে।""}, {""phrase"": ""থাকা মধ্যে আপনার lane চলাকালে প্রকল্প নিজের দায়িত্বের ক্ষেত্রেই মনোযোগ রাখা"", ""example_sentence"": ""শিক্ষার্থীরা উদাহরণে থাকা মধ্যে আপনার lane চলাকালে প্রকল্প নিজের দায়িত্বের ক্ষেত্রেই মনোযোগ রাখা অনুশীলন করে।""}, {""phrase"": ""থাকা মধ্যে আপনার lane when roles are clear নিজের দায়িত্বের ক্ষেত্রেই মনোযোগ রাখা"", ""example_sentence"": ""শিক্ষার্থীরা উদাহরণে থাকা মধ্যে আপনার lane when roles are clear নিজের দায়িত্বের ক্ষেত্রেই মনোযোগ রাখা অনুশীলন করে।""}]",focus on your role; keep to your responsibilities,overstep; interfere; go outside your role,B2,"04 - Work, Responsibility & Productivity","During the emergency drill, each worker stayed in their lane and followed their assigned role.",ব্যক্তিটি নিজের দায়িত্বের ক্ষেত্রেই মনোযোগ রাখা করেছিল।,"new employee arriving energetic and immediately starting tasks at a desk. Realistic contemporary setting, natural lighting, clear facial expressions, accurate everyday details, documentary photography style.","[""Adam was ready to stay in their lane on day one."", ""The volunteers stay in their lane when the event got busy."", ""If everyone stay in their lane, we can finish today.""]"
Idiom,thought leader,/θɔt lidɚ/,THAWT LEEDER,থট লিডার,A recognized expert who influences others' thinking,স্বীকৃত বিশেষজ্ঞ যিনি অন্যদের চিন্তা প্রভাবিত করেন,"[{""phrase"": ""thought leader for the team"", ""example_sentence"": ""That decision became thought leader for the team after the results came in.""}, {""phrase"": ""thought leader in the project"", ""example_sentence"": ""Everyone could see thought leader in the project by the end of the week.""}, {""phrase"": ""thought leader during the review"", ""example_sentence"": ""The feedback showed thought leader during the review and helped us improve.""}]","[{""phrase"": ""দলের জন্য স্বীকৃত বিশেষজ্ঞ যিনি অন্যদের চিন্তা প্রভাবিত করেন"", ""example_sentence"": ""শিক্ষার্থীরা উদাহরণে দলের জন্য স্বীকৃত বিশেষজ্ঞ যিনি অন্যদের চিন্তা প্রভাবিত করেন অনুশীলন করে।""}, {""phrase"": ""প্রকল্পে স্বীকৃত বিশেষজ্ঞ যিনি অন্যদের চিন্তা প্রভাবিত করেন"", ""example_sentence"": ""শিক্ষার্থীরা উদাহরণে প্রকল্পে স্বীকৃত বিশেষজ্ঞ যিনি অন্যদের চিন্তা প্রভাবিত করেন অনুশীলন করে।""}, {""phrase"": ""পর্যালোচনার সময় স্বীকৃত বিশেষজ্ঞ যিনি অন্যদের চিন্তা প্রভাবিত করেন"", ""example_sentence"": ""শিক্ষার্থীরা উদাহরণে পর্যালোচনার সময় স্বীকৃত বিশেষজ্ঞ যিনি অন্যদের চিন্তা প্রভাবিত করেন অনুশীলন করে।""}]",influential expert; leading thinker; authority,follower; novice; unknown voice,A2,"02 - Thinking, Learning & Understanding","After years of useful research, Dr. Malik became a thought leader in clean water design.",ব্যক্তিটি স্বীকৃত বিশেষজ্ঞ যিনি অন্যদের চিন্তা প্রভাবিত করেন করেছিল।,"respected researcher presenting clean water ideas at a conference, audience engaged. Realistic contemporary setting, natural lighting, clear facial expressions, accurate everyday details, documentary photography style.","[""She is a thought leader in urban design."", ""The professor became a thought leader on water safety."", ""People see him as a thought leader in the field.""]"
Idiom,at the forefront,/æt ðə fɔrfrʌnt/,at thuh FAWRFROOHNT,অ্যাট দা ফরফ্রন্ট,At the leading edge of a field or movement,কোনো ক্ষেত্র বা আন্দোলনের সামনের সারিতে,"[{""phrase"": ""be at the forefront"", ""example_sentence"": ""The team wants to be at the forefront during the project.""}, {""phrase"": ""stay at the forefront"", ""example_sentence"": ""Good planning helped them stay at the forefront all week.""}, {""phrase"": ""remain at the forefront"", ""example_sentence"": ""The company tried to remain at the forefront after the review.""}]","[{""phrase"": ""কোনো ক্ষেত্র বা আন্দোলনের সামনের সারিতে"", ""example_sentence"": ""শিক্ষার্থীরা উদাহরণে কোনো ক্ষেত্র বা আন্দোলনের সামনের সারিতে অনুশীলন করে।""}, {""phrase"": ""কোনো ক্ষেত্র বা আন্দোলনের সামনের সারিতে"", ""example_sentence"": ""শিক্ষার্থীরা উদাহরণে কোনো ক্ষেত্র বা আন্দোলনের সামনের সারিতে অনুশীলন করে।""}, {""phrase"": ""কোনো ক্ষেত্র বা আন্দোলনের সামনের সারিতে"", ""example_sentence"": ""শিক্ষার্থীরা উদাহরণে কোনো ক্ষেত্র বা আন্দোলনের সামনের সারিতে অনুশীলন করে।""}]",leading edge; front line; vanguard,background; sidelines; rear,B1,"06 - Progress, Success & Results",The lab is at the forefront of battery research in the region.,The কোনো ক্ষেত্র বা আন্দোলনের সামনের সারিতে অবস্থায় ছিল।,"advanced research lab with scientists working on battery prototypes and test equipment. Realistic contemporary setting, natural lighting, clear facial expressions, accurate everyday details, documentary photography style.","[""The lab is at the forefront of vaccine research."", ""She works at the forefront of clean energy."", ""Our city is at the forefront of bike design.""]"
